rule,layer,floor,floor_lo,length_overlap,cos_A_C,below_A_C,cos_A_D,below_A_D
max_stability_any_layer,24,0.55800384,0.4191544,0.16054316,0.2314353734254837,True,0.7581803798675537,False
max_stability_overlap_lt_0.15,23,0.5365423,0.40234646,0.10602579,0.3075769543647766,True,0.688627302646637,False
min_length_overlap,3,0.26287827,0.15304357,0.0023084972,0.22749964892864227,False,0.6539494395256042,False
